ts_code,live,name,description,price,sell,page_yield,colour,weight,barcode,box_size,short_oem_code,daily_stock,min,max,image_url,oem_code,pack,vow_oem_code,spicers_oem_code,vow_compat_code,spicers_compat_code,brand,manufacturer,product_type,group,category,chip_issue,machine_models,machine_models2,shipping_category_id,available_on
CCLI526C,Yes,Compatible Canon 4541B001 CLI526C Cyan 9ml Page Yield,"Compatible replacement for Canon 4541B001. Page Yield or Volume @ 5% coverage will be approx 9ml. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: iP4850, MG6150, MG8150, MG5250",7.99,0.92,9ml,Cyan,0.035,7.86E+11,,CLI526C,1,12,28,CCLI526C.jpg,4541B001,1,CO67003,223885,OBCLI526C,223925,Own Brand,Canon,Compatible,Inkjet Cartridge,Inktank,No,"iP4850, MG6150, MG8150, MG5250","iP4850, MG6150, MG8150, MG5250",1,01/01/14
CT7012,Yes,Compatible Epson C13T70124010 T7012 Cyan 3400 Page Yield,"Compatible replacement for Epson C13T70124010. Page Yield or Volume @ 5% coverage will be approx 3400. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: WorkForce Pro 4000, WorkForce Pro 4020, WorkForce Pro 4500, WorkForce Pro 4530, WorkForce Pro 4540, WorkForce Pro WP4015DN, WorkForce Pro WP4025DW, WorkForce Pro WP4095DN, WorkForce Pro WP4515DN, WorkForce Pro WP4525DNF, WorkForce WF-7015",19.99,4.9,"3,400",Cyan,0.116,7.86E+11,,T7012,0.16,2,4,CT7012.jpg,C13T70124010,1,EP49009,516542,,516501,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"WorkForce Pro 4000, WorkForce Pro 4020, WorkForce Pro 4500, WorkForce Pro 4530, WorkForce Pro 4540, WorkForce Pro WP4015DN, WorkForce Pro WP4025DW, WorkForce Pro WP4095DN, WorkForce Pro WP4515DN, WorkForce Pro WP4525DNF, WorkForce WF-7015","WorkForce Pro 4000, WorkForce Pro 4020, WorkForce Pro 4500, WorkForce Pro 4530, WorkForce Pro 4540, WorkForce Pro WP4015DN, WorkForce Pro WP4025DW, WorkForce Pro WP4095DN, WorkForce Pro WP4515DN, WorkForce Pro WP4525DNF, WorkForce WF-7015",1,01/01/14
CT12834010,Yes,Compatible Epson C13T12834011 T1283 Magenta 174 Page Yield,"Compatible replacement for Epson C13T12834011. Page Yield or Volume @ 5% coverage will be approx 174. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",7.99,0.89,174,Magenta,0.038,7.86E+11,,T1283,2.11,25,59,CT12834010.jpg,C13T12834011,1,EP46537,216404,,216501,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W","Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",1,01/01/14
CT048340,Yes,Compatible Epson C13T04834010 T0483 Magenta 430 Page Yield,"Compatible replacement for Epson C13T04834010. Page Yield or Volume @ 5% coverage will be approx 430. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus Photo R200, Stylus Photo R220, Stylus Photo R300, Stylus Photo R320, Stylus Photo R340, Stylus Photo RX500, Stylus Photo RX600, Stylus Photo RX620, Stylus Photo RX640",5.99,0.89,430,Magenta,0.0601,7.86E+11,,T0483,0.35,4,10,CT048340.jpg,C13T04834010,1,EP48340,629646,,755414,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus Photo R200, Stylus Photo R220, Stylus Photo R300, Stylus Photo R320, Stylus Photo R340, Stylus Photo RX500, Stylus Photo RX600, Stylus Photo RX620, Stylus Photo RX640","Stylus Photo R200, Stylus Photo R220, Stylus Photo R300, Stylus Photo R320, Stylus Photo R340, Stylus Photo RX500, Stylus Photo RX600, Stylus Photo RX620, Stylus Photo RX640",1,01/01/14
CT048240,Yes,Compatible Epson C13T04824010 T0482 Cyan 430 Page Yield,"Compatible replacement for Epson C13T04824010. Page Yield or Volume @ 5% coverage will be approx 430. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus Photo R200, Stylus Photo R220, Stylus Photo R300, Stylus Photo R320, Stylus Photo R340, Stylus Photo RX500, Stylus Photo RX600, Stylus Photo RX620, Stylus Photo RX640",5.99,0.89,430,Cyan,0.0601,7.86E+11,,T0482,0.3,4,8,CT048240.jpg,C13T04824010,1,EP48240,628993,,755414,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus Photo R200, Stylus Photo R220, Stylus Photo R300, Stylus Photo R320, Stylus Photo R340, Stylus Photo RX500, Stylus Photo RX600, Stylus Photo RX620, Stylus Photo RX640","Stylus Photo R200, Stylus Photo R220, Stylus Photo R300, Stylus Photo R320, Stylus Photo R340, Stylus Photo RX500, Stylus Photo RX600, Stylus Photo RX620, Stylus Photo RX640",1,01/01/14
CT7011,Yes,Compatible Epson C13T70114010 T7011 Black 3400 Page Yield,"Compatible replacement for Epson C13T70114010. Page Yield or Volume @ 5% coverage will be approx 3400. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: WorkForce Pro 4000, WorkForce Pro 4020, WorkForce Pro 4500, WorkForce Pro 4530, WorkForce Pro 4540, WorkForce Pro WP4015DN, WorkForce Pro WP4025DW, WorkForce Pro WP4095DN, WorkForce Pro WP4515DN, WorkForce Pro WP4525DNF, WorkForce WF-7015",17.99,4.9,"3,400",Black,0.149,7.86E+11,,T7011,0.4,5,11,CT7011.jpg,C13T70114010,1,EP48709,516534,,516461,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"WorkForce Pro 4000, WorkForce Pro 4020, WorkForce Pro 4500, WorkForce Pro 4530, WorkForce Pro 4540, WorkForce Pro WP4015DN, WorkForce Pro WP4025DW, WorkForce Pro WP4095DN, WorkForce Pro WP4515DN, WorkForce Pro WP4525DNF, WorkForce WF-7015","WorkForce Pro 4000, WorkForce Pro 4020, WorkForce Pro 4500, WorkForce Pro 4530, WorkForce Pro 4540, WorkForce Pro WP4015DN, WorkForce Pro WP4025DW, WorkForce Pro WP4095DN, WorkForce Pro WP4515DN, WorkForce Pro WP4525DNF, WorkForce WF-7015",1,01/01/14
CC13T12944011,Yes,Compatible Epson C13T12944011 T1294 Yellow 474 Page Yield,"Compatible replacement for Epson C13T12944011. Page Yield or Volume @ 5% coverage will be approx 474. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX535WD, WorkForce WF-7525",7.99,1.16,474,Yellow,0.0401,7.86E+11,,T1294,1.02,12,29,CC13T12944011.jpg,C13T12944011,1,EP64655,934312,,934304,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX535WD, WorkForce WF-7525","Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX535WD, WorkForce WF-7525",1,01/01/14
CC13T12934011,Yes,Compatible Epson C13T12934011 T1293 Magenta 474 Page Yield,"Compatible replacement for Epson C13T12934011. Page Yield or Volume @ 5% coverage will be approx 474. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525",7.99,1.16,474,Magenta,0.0401,7.86E+11,,T1293,1.04,12,29,CC13T12934011.jpg,C13T12934011,1,EP46552,934312,,934300,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525","Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525",1,01/01/14
CC13T12924011,Yes,Compatible Epson C13T12924011 T1292 Cyan 474 Page Yield,"Compatible replacement for Epson C13T12924011. Page Yield or Volume @ 5% coverage will be approx 474. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525",7.99,1.16,474,Cyan,0.0401,7.86E+11,,T1292,1.32,16,37,CC13T12924011.jpg,C13T12924011,1,EP46549,216420,,216494,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525","Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525",1,01/01/14
CC13T12914011,Yes,Compatible Epson C13T12914011 T1291 Black 385 Page Yield,"Compatible replacement for Epson C13T12914011. Page Yield or Volume @ 5% coverage will be approx 385. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525",7.99,1.16,385,Black,0.0431,7.86E+11,,T1291,1.77,21,50,CC13T12914011.jpg,C13T12914011,1,EP46546,216372,,216494,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525","Stylus BX305FW, Stylus BX635FWD, Stylus BX935FWD, Stylus Office B42WD, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office BX320FW, Stylus Office BX525WD, Stylus Office BX535WD, Stylus Office BX625FWD, Stylus Office BX630FW, Stylus Office BX635FWD, Stylus Office BX925FWD, Stylus Office BX935FWD, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W, Stylus SX525WD, Stylus SX535WD, WorkForce WF-7525",1,01/01/14
CT12854010,Yes,Compatible Epson Multi-Pack C13T12854010 T1295 Multi-Pack >600 Page Yield,"Compatible replacement for Epson Multi-Pack C13T12854010. Page Yield or Volume @ 5% coverage will be approx >600. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",29.99,1.16,>600,Multi-Pack,0.1251,7.86E+11,,T1295,,0,0,CT12854010.jpg,C13T12854010,1,EP46543,216501,,932279,Own Brand,Epson Multi-Pack,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W","Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",1,01/01/14
CT12844010,Yes,Compatible Epson C13T12844011 T1284 Yellow 174 Page Yield,"Compatible replacement for Epson C13T12844011. Page Yield or Volume @ 5% coverage will be approx 174. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",7.99,0.89,174,Yellow,0.0351,7.86E+11,,T1284,1.89,23,53,CT12844010.jpg,C13T12844011,1,EP46540,216412,,216501,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W","Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",1,01/01/14
CT12824010,Yes,Compatible Epson C13T12824011 T1282 Cyan 174 Page Yield,"Compatible replacement for Epson C13T12824011. Page Yield or Volume @ 5% coverage will be approx 174. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",7.99,0.89,174,Cyan,0.0351,7.86E+11,,T1282,2.88,35,81,CT12824010.jpg,C13T12824011,1,EP46534,216398,,216501,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W","Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus Office WF-7015, Stylus Office WF-7515, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",1,01/01/14
CT12814010,Yes,Compatible Epson C13T12814011 T1281 Black 170 Page Yield,"Compatible replacement for Epson C13T12814011. Page Yield or Volume @ 5% coverage will be approx 170. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",8.99,0.89,170,Black,0.0401,7.86E+11,,T1281,2.67,32,75,CT12814010.jpg,C13T12814011,1,EP46391,216364,,216501,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W","Stylus BX305FW, Stylus Office BX305F, Stylus Office BX305FW, Stylus S22, Stylus SX100, Stylus SX125, Stylus SX235W, Stylus SX420W, Stylus SX425W, Stylus SX435W, Stylus SX445W",1,01/01/14
CCL513,Yes,Compatible Canon 2971B001 CL513 Colour 13ml Page Yield,"Compatible replacement for Canon 2971B001. Page Yield or Volume @ 5% coverage will be approx 13ml. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Pixma iP2700, Pixma iP2702, Pixma MP230, Pixma MP240, Pixma MP250, Pixma MP252, Pixma MP260, Pixma MP270, Pixma MP272, Pixma MP280, Pixma MP282, Pixma MP480, Pixma MP490, Pixma MP492, Pixma MP495, Pixma MP499, Pixma MX320, Pixma MX330, Pixma MX340, Pixma MX350, Pixma MX360, Pixma MX410, Pixma MX420",15.99,10.99,13ml,Colour,0.0691,7.86E+11,,CL513,0.56,7,16,CCL513.jpg,2971B001,1,CO61702,875119,,875101,Own Brand,Canon,Compatible,Inkjet Cartridge,Inktank,No,"Pixma iP2700, Pixma iP2702, Pixma MP230, Pixma MP240, Pixma MP250, Pixma MP252, Pixma MP260, Pixma MP270, Pixma MP272, Pixma MP280, Pixma MP282, Pixma MP480, Pixma MP490, Pixma MP492, Pixma MP495, Pixma MP499, Pixma MX320, Pixma MX330, Pixma MX340, Pixma MX350, Pixma MX360, Pixma MX410, Pixma MX420","Pixma iP2700, Pixma iP2702, Pixma MP230, Pixma MP240, Pixma MP250, Pixma MP252, Pixma MP260, Pixma MP270, Pixma MP272, Pixma MP280, Pixma MP282, Pixma MP480, Pixma MP490, Pixma MP492, Pixma MP495, Pixma MP499, Pixma MX320, Pixma MX330, Pixma MX340, Pixma MX350, Pixma MX360, Pixma MX410, Pixma MX420",1,01/01/14
CT061440,Yes,Compatible Epson C13T06144010 T0614 Yellow 250 Page Yield,"Compatible replacement for Epson C13T06144010. Page Yield or Volume @ 5% coverage will be approx 250. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850",5.99,0.89,250,Yellow,0.0501,7.86E+11,,T0614,0.4,5,11,CT061440.jpg,C13T06144010,1,EP61440,222152,,489591,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850","Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850",1,01/01/14
CCLI521BK,Yes,Compatible Canon 2933B001 CLI521BK Black 9ml Page Yield,"Compatible replacement for Canon 2933B001. Page Yield or Volume @ 5% coverage will be approx 9ml. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Pixma iP4600, Pixma iP4600x, Pixma iP4700, Pixma MP540, Pixma MP540x, Pixma MP550, Pixma MP560, Pixma MP620, Pixma MP620B, Pixma MP630, Pixma MP640, Pixma MP980, Pixma MP990, Pixma MX860, Pixma MX870",9.3,1.16,9ml,Black,0.0351,7.86E+11,,CLI521BK,0.37,4,10,CCLI521BK.jpg,2933B001,1,CO57747,875062,OBCLI521B,929016,Own Brand,Canon,Compatible,Inkjet Cartridge,Inktank,No,"Pixma iP4600, Pixma iP4600x, Pixma iP4700, Pixma MP540, Pixma MP540x, Pixma MP550, Pixma MP560, Pixma MP620, Pixma MP620B, Pixma MP630, Pixma MP640, Pixma MP980, Pixma MP990, Pixma MX860, Pixma MX870","Pixma iP4600, Pixma iP4600x, Pixma iP4700, Pixma MP540, Pixma MP540x, Pixma MP550, Pixma MP560, Pixma MP620, Pixma MP620B, Pixma MP630, Pixma MP640, Pixma MP980, Pixma MP990, Pixma MX860, Pixma MX870",1,01/01/14
CT061240,Yes,Compatible Epson C13T06124010 T0612 Cyan 250 Page Yield,"Compatible replacement for Epson C13T06124010. Page Yield or Volume @ 5% coverage will be approx 250. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850",5.99,0.89,250,Cyan,0.0501,7.86E+11,,T0612,0.35,4,10,CT061240.jpg,C13T06124010,1,EP61240,222136,,489591,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850","Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850",1,01/01/14
CT061140,Yes,Compatible Epson C13T06114010 T0611 Black 250 Page Yield,"Compatible replacement for Epson C13T06114010. Page Yield or Volume @ 5% coverage will be approx 250. This is a Inkjet Cartridge. Prices exclude VAT and delivery. All products are covered by a 2 year warranty and next day replacement service. Name and numbers are for indicative purposes only. All products are non-original/non-OEM. FITS: Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850",5.99,0.89,250,Black,0.0501,7.86E+11,,T0611,0.74,9,21,CT061140.jpg,C13T06114010,1,EP61140,220720,,489591,Own Brand,Epson,Compatible,Inkjet Cartridge,Inktank,No,"Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850","Stylus D68, Stylus D68PE, Stylus D88, Stylus D88+, Stylus D88PE, Stylus DX3800, Stylus DX3850, Stylus DX4200, Stylus DX4250, Stylus DX4800, Stylus DX4850",1,01/01/14
